codigoSecuencialCliente,codigoPeriodo,codigoIdentificacionCliente,tipoIdentificacionCliente,numeroIdentificacionCliente,nombreCompletoCliente,correoElectronicoCliente,telefonoCliente,segmentoCliente,scoreCrediticioCliente,provinciaCliente,ciudadCliente,fechaRegistroCliente,periodo,fechaIngesta
1355,202602,CUS-00356,CÉDULA,0082498587,GERMÁN VELA GASTÉLUM,pugawilfrido@gmail.com,288-431-8848x520,WEALTH,389,GUAYAS,QUITO,2025-11-10,2026-02-21,2026-02-21 19:17:59.877054
1356,202602,CUS-00357,CÉDULA,7085822586,RAMIRO VALDÉS,guillermoibarra@yahoo.com,+89(4)3468105485,PYME,997,MANABÍ,MANTA,2025-09-30,2026-02-21,2026-02-21 19:17:59.877054
1357,202602,CUS-00358,CÉDULA,2218248712,SANDRA JARAMILLO ANAYA,umena@yahoo.com,00174907539,WEALTH,657,MANABÍ,QUITO,2023-01-21,2026-02-21,2026-02-21 19:17:59.877054
1358,202602,CUS-00359,RUC,1755873380001,GEORGINA HORACIO MOJICA,eugenia13@gmail.com,1-893-544-9268x3158,WEALTH,473,AZUAY,MANTA,2023-11-20,2026-02-21,2026-02-21 19:17:59.877054
1359,202602,CUS-00360,CÉDULA,1153922257,ABRAHAM DOLORES COLLAZO VALLES,cortesbernabe@gmail.com,1-357-126-6110x6273,WEALTH,516,LOJA,QUITO,2023-11-01,2026-02-21,2026-02-21 19:17:59.877054
1360,202602,CUS-00361,CÉDULA,6339108178,ÁNGELA COLLADO,urobledo@yahoo.com,1-158-698-8649x767,CORPORATIVO,755,AZUAY,CUENCA,2023-08-08,2026-02-21,2026-02-21 19:17:59.877054
1361,202602,CUS-00362,CÉDULA,3789946930,AURORA TAMEZ GALVÁN,tellojorge@gmail.com,1-762-282-7728x81377,PYME,908,AZUAY,GUAYAQUIL,2023-10-27,2026-02-21,2026-02-21 19:17:59.877054
1362,202602,CUS-00363,CÉDULA,2426859062,LOURDES RENDÓN,dmanzanares@yahoo.com,+28(5)1961159408,PYME,928,MANABÍ,QUITO,2022-04-16,2026-02-21,2026-02-21 19:17:59.877054
1363,202602,CUS-00364,CÉDULA,4939445995,CRISTINA JOSÉ EDUARDO MARRERO MELÉNDEZ,bustamantecristina@hotmail.com,154-544-7022,RETAIL,498,AZUAY,GUAYAQUIL,2021-07-22,2026-02-21,2026-02-21 19:17:59.877054
1364,202602,CUS-00365,RUC,7787190911001,ING. ARTURO ÁVILA,salvador03@yahoo.com,1-604-432-7018x5106,RETAIL,785,LOJA,QUITO,2024-09-18,2026-02-21,2026-02-21 19:17:59.877054
1365,202602,CUS-00366,CÉDULA,2961058252,CRISTINA SERAFÍN ARROYO,auroraguzman@yahoo.com,949.756.7922x877,RETAIL,832,AZUAY,QUITO,2023-10-10,2026-02-21,2026-02-21 19:17:59.877054
1366,202602,CUS-00367,PASAPORTE,P04936596,GEORGINA QUINTERO PINEDA,dserna@hotmail.com,(725)199-6636x58074,RETAIL,499,LOJA,QUITO,2025-01-08,2026-02-21,2026-02-21 19:17:59.877054
1367,202602,CUS-00368,RUC,4366573943001,SAMUEL QUINTANILLA,francisca20@yahoo.com,120-948-1813x98909,PYME,670,AZUAY,QUITO,2025-03-13,2026-02-21,2026-02-21 19:17:59.877054
1368,202602,CUS-00369,CÉDULA,0704554247,GEORGINA GALVÁN,vvaladez@hotmail.com,378-018-2043x3971,WEALTH,747,LOJA,QUITO,2022-03-27,2026-02-21,2026-02-21 19:17:59.877054
1369,202602,CUS-00370,CÉDULA,1587776751,SR(A). JAIME POSADA,barbararios@gmail.com,(956)907-0562x6085,WEALTH,547,AZUAY,GUAYAQUIL,2021-07-29,2026-02-21,2026-02-21 19:17:59.877054
1370,202602,CUS-00371,CÉDULA,1705539220,GLORIA VILLASEÑOR RUIZ,carlosalcala@gmail.com,411-182-4224x124,CORPORATIVO,563,AZUAY,QUITO,2022-12-12,2026-02-21,2026-02-21 19:17:59.877054
1371,202602,CUS-00372,CÉDULA,2342542557,MTRO. AMALIA GARAY,catalinafajardo@yahoo.com,(209)520-0461x526,WEALTH,357,GUAYAS,GUAYAQUIL,2022-02-26,2026-02-21,2026-02-21 19:17:59.877054
1372,202602,CUS-00373,CÉDULA,1036922449,RUFINO BACA,sonia19@hotmail.com,1-461-033-9937,PYME,601,LOJA,CUENCA,2025-05-24,2026-02-21,2026-02-21 19:17:59.877054
1373,202602,CUS-00374,CÉDULA,2832198326,EMILIA MADERA GALARZA,antonio01@gmail.com,861-405-7861x7063,PYME,330,LOJA,MANTA,2022-12-14,2026-02-21,2026-02-21 19:17:59.877054
1374,202602,CUS-00375,CÉDULA,7164424135,FLORENCIA GREGORIO MENCHACA,fcazares@yahoo.com,+48(9)1382496718,PYME,797,LOJA,QUITO,2023-07-05,2026-02-21,2026-02-21 19:17:59.877054
1375,202602,CUS-00376,CÉDULA,0935816517,ABRAHAM SALINAS POSADA,ariasmaria-teresa@gmail.com,1-258-238-6870,CORPORATIVO,548,PICHINCHA,MANTA,2021-10-22,2026-02-21,2026-02-21 19:17:59.877054
1376,202602,CUS-00377,RUC,6446888595001,CATALINA JUAN TEJADA,renatoprieto@hotmail.com,+79(4)2007494653,RETAIL,904,AZUAY,GUAYAQUIL,2021-09-09,2026-02-21,2026-02-21 19:17:59.877054
1377,202602,CUS-00378,CÉDULA,2063075510,MÓNICA RAFAÉL MORENO,bsalgado@yahoo.com,1-840-289-1416x1284,WEALTH,570,LOJA,CUENCA,2025-09-12,2026-02-21,2026-02-21 19:17:59.877054
1378,202602,CUS-00379,RUC,1310675352001,LEONEL ARIAS PULIDO,wde-leon@gmail.com,(398)554-7435x537,PYME,905,PICHINCHA,CUENCA,2022-12-11,2026-02-21,2026-02-21 19:17:59.877054
1379,202602,CUS-00380,CÉDULA,7914051359,MARÍA LUISA BERNAL MARROQUÍN,gerardolemus@yahoo.com,502.097.0026x8768,PYME,965,GUAYAS,CUENCA,2025-05-21,2026-02-21,2026-02-21 19:17:59.877054
1380,202602,CUS-00381,CÉDULA,7753779033,LIC. RENATO PALACIOS,aldoguillen@hotmail.com,01807156956,RETAIL,693,LOJA,MANTA,2025-01-12,2026-02-21,2026-02-21 19:17:59.877054
1381,202602,CUS-00382,CÉDULA,6674678223,GREGORIO CARRERO,modesto68@yahoo.com,(017)537-0304,PYME,801,LOJA,GUAYAQUIL,2021-11-01,2026-02-21,2026-02-21 19:17:59.877054
1382,202602,CUS-00383,CÉDULA,4906874364,ALEJANDRA MELÉNDEZ,britogilberto@yahoo.com,(531)943-3750x47930,WEALTH,891,PICHINCHA,QUITO,2023-06-11,2026-02-21,2026-02-21 19:17:59.877054
1383,202602,CUS-00384,RUC,6009211691001,SERAFÍN MARÍA LUISA NÁJERA,lourdesfeliciano@hotmail.com,1-614-987-2839,CORPORATIVO,383,AZUAY,QUITO,2025-04-26,2026-02-21,2026-02-21 19:17:59.877054
1384,202602,CUS-00385,CÉDULA,3157934324,MARCO ANTONIO CARABALLO GUERRERO,soniatorrez@gmail.com,(992)192-1249x38430,PYME,664,GUAYAS,GUAYAQUIL,2023-11-24,2026-02-21,2026-02-21 19:17:59.877054
1385,202602,CUS-00386,RUC,8777767779001,ROLANDO PACHECO,emunoz@hotmail.com,1-894-870-6056x64187,WEALTH,848,LOJA,MANTA,2025-10-18,2026-02-21,2026-02-21 19:17:59.877054
1386,202602,CUS-00387,CÉDULA,6033495315,SR(A). LEONARDO MARÍN,kmontanez@hotmail.com,580.304.6875x063,PYME,641,AZUAY,QUITO,2023-03-31,2026-02-21,2026-02-21 19:17:59.877054
1387,202602,CUS-00388,CÉDULA,7765164597,ESTELA ISABELA DE LA GARZA BERMÚDEZ,julia42@gmail.com,1-190-361-3325,RETAIL,706,GUAYAS,GUAYAQUIL,2022-03-12,2026-02-21,2026-02-21 19:17:59.877054
1388,202602,CUS-00389,CÉDULA,7260069869,SR(A). OLGA SEGOVIA,ruben30@yahoo.com,(110)760-9543,PYME,724,MANABÍ,QUITO,2022-04-06,2026-02-21,2026-02-21 19:17:59.877054
1389,202602,CUS-00390,RUC,4718581270001,JAQUELINE JERÓNIMO CORDERO,rodriquezolga@yahoo.com,07350583199,PYME,392,MANABÍ,CUENCA,2024-11-15,2026-02-21,2026-02-21 19:17:59.877054
1390,202602,CUS-00391,PASAPORTE,P96608739,BENJAMÍN CLEMENTE HIDALGO,cristobalcamarillo@gmail.com,1-179-110-0651x207,CORPORATIVO,913,GUAYAS,QUITO,2021-09-22,2026-02-21,2026-02-21 19:17:59.877054
1391,202602,CUS-00392,CÉDULA,4185268216,DÉBORA SALVADOR CORRAL,gabrielatejeda@hotmail.com,+49(6)1108046619,RETAIL,711,PICHINCHA,MANTA,2024-08-14,2026-02-21,2026-02-21 19:17:59.877054
1392,202602,CUS-00393,CÉDULA,6387004528,DIANA SALCIDO RIVERA,gaonarene@yahoo.com,(399)076-7699x150,RETAIL,731,GUAYAS,GUAYAQUIL,2021-11-08,2026-02-21,2026-02-21 19:17:59.877054
1393,202602,CUS-00394,CÉDULA,9536785574,ING. MARISOL VALLEJO,debora23@hotmail.com,1-859-311-0919x392,CORPORATIVO,977,GUAYAS,MANTA,2024-10-21,2026-02-21,2026-02-21 19:17:59.877054
1394,202602,CUS-00395,CÉDULA,2251557678,MTRO. SOLEDAD MATA,jorge90@hotmail.com,845-679-7232x00249,PYME,458,PICHINCHA,GUAYAQUIL,2024-08-14,2026-02-21,2026-02-21 19:17:59.877054
1395,202602,CUS-00396,RUC,5292043884001,MARCOS ÁNGEL RODARTE,raquel92@hotmail.com,(854)982-2749x545,WEALTH,313,PICHINCHA,CUENCA,2023-04-06,2026-02-21,2026-02-21 19:17:59.877054
1396,202602,CUS-00397,RUC,9365391033001,SUSANA MADRIGAL,migueltorres@yahoo.com,+89(2)0388065333,RETAIL,672,AZUAY,GUAYAQUIL,2021-05-29,2026-02-21,2026-02-21 19:17:59.877054
1397,202602,CUS-00398,CÉDULA,0530007971,ROSA ANABEL MORA SARABIA,mitzyarchuleta@gmail.com,05377959959,RETAIL,524,AZUAY,QUITO,2021-09-01,2026-02-21,2026-02-21 19:17:59.877054
1398,202602,CUS-00399,CÉDULA,6779640861,HORACIO RIOJAS RAZO,gonzalessalvador@gmail.com,(652)170-7303,PYME,804,PICHINCHA,QUITO,2024-01-18,2026-02-21,2026-02-21 19:17:59.877054
1399,202602,CUS-00400,CÉDULA,5106114460,ANA LUISA NEGRETE LLAMAS,sotomateo@gmail.com,1-379-337-5636x20501,PYME,372,MANABÍ,CUENCA,2023-07-11,2026-02-21,2026-02-21 19:17:59.877054
1400,202602,CUS-00401,CÉDULA,7238394630,VERÓNICA BUSTAMANTE VILLEGAS,sessa32@yahoo.com,081.247.3950,RETAIL,548,MANABÍ,GUAYAQUIL,2024-02-10,2026-02-21,2026-02-21 19:17:59.877054
1401,202602,CUS-00402,RUC,8385021808001,LIC. MARÍA TERESA VERA,irenebahena@gmail.com,+33(4)2342583230,PYME,810,GUAYAS,CUENCA,2021-12-05,2026-02-21,2026-02-21 19:17:59.877054
1402,202602,CUS-00403,CÉDULA,8770792600,SR(A). MARÍA DEL CARMEN VÁZQUEZ,rodrigocollado@gmail.com,(410)261-5347,WEALTH,902,LOJA,QUITO,2021-11-15,2026-02-21,2026-02-21 19:17:59.877054
1403,202602,CUS-00404,RUC,9447675515001,INÉS SALMA ROLÓN,antonia56@hotmail.com,552.896.1122,RETAIL,515,GUAYAS,MANTA,2021-11-05,2026-02-21,2026-02-21 19:17:59.877054
1404,202602,CUS-00405,CÉDULA,4257802270,DR. ANEL RAYA,miramonteshermelinda@yahoo.com,1-386-559-6309,WEALTH,901,GUAYAS,CUENCA,2022-05-13,2026-02-21,2026-02-21 19:17:59.877054
1405,202602,CUS-00406,RUC,4217260527001,JACOBO BRAVO SANTANA,cristinaquesada@hotmail.com,1-384-253-0428x9731,WEALTH,840,LOJA,MANTA,2021-03-14,2026-02-21,2026-02-21 19:17:59.877054
1406,202602,CUS-00407,CÉDULA,5156423359,ALFREDO FERNANDO QUEZADA,lmateo@hotmail.com,912.868.5787x255,PYME,519,PICHINCHA,MANTA,2025-04-18,2026-02-21,2026-02-21 19:17:59.877054
1407,202602,CUS-00408,CÉDULA,0393908362,OFELIA SOLORZANO,esparta92@yahoo.com,777-496-9033x3736,WEALTH,520,MANABÍ,GUAYAQUIL,2023-03-22,2026-02-21,2026-02-21 19:17:59.877054
1408,202602,CUS-00409,RUC,9277091707001,DR. JOSÉ NIEVES,guadalupe22@hotmail.com,1-466-925-4812,PYME,688,GUAYAS,CUENCA,2024-12-19,2026-02-21,2026-02-21 19:17:59.877054
1409,202602,CUS-00410,CÉDULA,7135877681,JULIA LUCAS MIRELES ZAMORA,vegajulio-cesar@hotmail.com,04785390789,CORPORATIVO,853,LOJA,MANTA,2023-06-28,2026-02-21,2026-02-21 19:17:59.877054
1410,202602,CUS-00411,CÉDULA,2975989379,SUSANA MESA BARRAZA,echeverriasalvador@yahoo.com,1-677-665-7546,PYME,946,AZUAY,MANTA,2021-11-02,2026-02-21,2026-02-21 19:17:59.877054
1411,202602,CUS-00412,PASAPORTE,P22742902,BARBARA PORFIRIO OLVERA LIMÓN,timoteovalles@gmail.com,+27(3)4151488814,WEALTH,341,GUAYAS,GUAYAQUIL,2023-10-11,2026-02-21,2026-02-21 19:17:59.877054
1412,202602,CUS-00413,PASAPORTE,P84916136,VÍCTOR SALVADOR CORNEJO MERINO,vcisneros@hotmail.com,111.508.3535,CORPORATIVO,975,MANABÍ,GUAYAQUIL,2025-11-19,2026-02-21,2026-02-21 19:17:59.877054
1413,202602,CUS-00414,CÉDULA,3660581294,RODOLFO CISNEROS MONTEZ,granadosjavier@yahoo.com,443-928-4044,PYME,582,PICHINCHA,QUITO,2023-06-29,2026-02-21,2026-02-21 19:17:59.877054
1414,202602,CUS-00415,CÉDULA,8303540359,VANESA WILFRIDO OROSCO CEBALLOS,teresabueno@hotmail.com,669.078.2633,WEALTH,357,GUAYAS,MANTA,2024-10-02,2026-02-21,2026-02-21 19:17:59.877054
1415,202602,CUS-00416,CÉDULA,9384789450,SR(A). HORACIO VALDIVIA,marisela04@gmail.com,373.898.7751x53663,RETAIL,836,GUAYAS,QUITO,2023-05-12,2026-02-21,2026-02-21 19:17:59.877054
1416,202602,CUS-00417,CÉDULA,6314257627,TRINIDAD MÉNDEZ,angelmontez@yahoo.com,1-780-529-2407x553,RETAIL,372,LOJA,MANTA,2024-05-13,2026-02-21,2026-02-21 19:17:59.877054
1417,202602,CUS-00418,CÉDULA,1983076494,YURIDIA OLIVIA CABÁN,abreuamanda@yahoo.com,(668)459-0902x259,PYME,428,AZUAY,QUITO,2021-03-16,2026-02-21,2026-02-21 19:17:59.877054
1418,202602,CUS-00419,CÉDULA,6475481072,NANCY NÁJERA,kperea@yahoo.com,999-663-6186x37159,PYME,898,AZUAY,GUAYAQUIL,2021-09-11,2026-02-21,2026-02-21 19:17:59.877054
1419,202602,CUS-00420,CÉDULA,6975986947,JOS MARES DUEÑAS,wochoa@hotmail.com,1-412-182-0970x231,RETAIL,725,PICHINCHA,CUENCA,2021-06-09,2026-02-21,2026-02-21 19:17:59.877054
1420,202602,CUS-00421,CÉDULA,1638065740,JACINTO MERCEDES ESPINOSA,ecampos@hotmail.com,433-481-7058x025,WEALTH,964,MANABÍ,GUAYAQUIL,2024-05-08,2026-02-21,2026-02-21 19:17:59.877054
1421,202602,CUS-00422,CÉDULA,0895940552,CITLALI CRISTAL BERNAL,daliarazo@gmail.com,(621)286-7163x234,WEALTH,993,PICHINCHA,QUITO,2024-02-28,2026-02-21,2026-02-21 19:17:59.877054
1422,202602,CUS-00423,CÉDULA,7005905052,BENITO NATIVIDAD TIRADO SOTO,lozanoalejandra@yahoo.com,(729)949-3874x302,WEALTH,424,GUAYAS,QUITO,2022-01-03,2026-02-21,2026-02-21 19:17:59.877054
1423,202602,CUS-00424,CÉDULA,7504725459,VIRGINIA MIRAMONTES CEJA,bernardo15@gmail.com,1-169-385-9777x901,PYME,366,GUAYAS,CUENCA,2021-12-09,2026-02-21,2026-02-21 19:17:59.877054
1424,202602,CUS-00425,CÉDULA,0681949355,LIC. CRISTIAN CURIEL,ucruz@gmail.com,(754)692-6329,CORPORATIVO,305,AZUAY,MANTA,2023-02-14,2026-02-21,2026-02-21 19:17:59.877054
1425,202602,CUS-00426,CÉDULA,1130866220,SOFÍA DANIEL QUEZADA,mirelesrosario@hotmail.com,676.291.6032x48413,CORPORATIVO,936,MANABÍ,QUITO,2023-04-04,2026-02-21,2026-02-21 19:17:59.877054
1426,202602,CUS-00427,CÉDULA,2233297706,LILIA NAVA GRANADOS,bangulo@hotmail.com,681.511.8567x243,CORPORATIVO,613,LOJA,QUITO,2025-11-18,2026-02-21,2026-02-21 19:17:59.877054
1427,202602,CUS-00428,RUC,1023594373001,SANTIAGO LINARES,samuelpuente@gmail.com,070-176-5636x0041,CORPORATIVO,625,MANABÍ,QUITO,2023-05-30,2026-02-21,2026-02-21 19:17:59.877054
1428,202602,CUS-00429,CÉDULA,9125778617,EUGENIA TEJEDA,camposisabel@gmail.com,1-257-771-1837x27422,CORPORATIVO,864,GUAYAS,CUENCA,2024-09-11,2026-02-21,2026-02-21 19:17:59.877054
1429,202602,CUS-00430,CÉDULA,6726982951,HORACIO MARIANO ESQUIBEL,lucasurrutia@hotmail.com,+91(2)4186210427,PYME,877,LOJA,GUAYAQUIL,2022-06-06,2026-02-21,2026-02-21 19:17:59.877054
1430,202602,CUS-00431,CÉDULA,1446164579,REINA MARCOS RIOJAS LERMA,virginia44@gmail.com,230.837.0816,PYME,805,MANABÍ,QUITO,2024-01-01,2026-02-21,2026-02-21 19:17:59.877054
1431,202602,CUS-00432,CÉDULA,3659179849,NADIA SUÁREZ,arroyolaura@hotmail.com,1-470-900-6335x33106,CORPORATIVO,381,MANABÍ,CUENCA,2022-09-02,2026-02-21,2026-02-21 19:17:59.877054
1432,202602,CUS-00433,CÉDULA,3572903308,CYNTHIA FELICIANO,dcorrales@yahoo.com,+05(3)1312206815,PYME,898,LOJA,QUITO,2022-04-11,2026-02-21,2026-02-21 19:17:59.877054
1433,202602,CUS-00434,CÉDULA,2457525035,DR. FIDEL ÁVILA,ponceasuncion@yahoo.com,1-839-386-6133,PYME,301,GUAYAS,MANTA,2025-10-18,2026-02-21,2026-02-21 19:17:59.877054
1434,202602,CUS-00435,CÉDULA,6928601088,JOSÉ EMILIO URRUTIA,gfeliciano@gmail.com,05520650637,CORPORATIVO,503,MANABÍ,CUENCA,2022-07-01,2026-02-21,2026-02-21 19:17:59.877054
1435,202602,CUS-00436,CÉDULA,6924368178,NOEMÍ CASTELLANOS LINARES,davidlovato@gmail.com,149.501.3649,WEALTH,961,LOJA,QUITO,2021-08-06,2026-02-21,2026-02-21 19:17:59.877054
1436,202602,CUS-00437,CÉDULA,9989688231,CYNTHIA LABOY RASCÓN,tcarrillo@yahoo.com,189.241.9562x525,PYME,703,GUAYAS,CUENCA,2023-01-10,2026-02-21,2026-02-21 19:17:59.877054
1437,202602,CUS-00438,RUC,9244566018001,DR. MARCO ANTONIO BUSTOS,qsaenz@yahoo.com,(715)099-7683x89030,WEALTH,402,LOJA,QUITO,2025-11-23,2026-02-21,2026-02-21 19:17:59.877054
1438,202602,CUS-00439,CÉDULA,9150212495,MARÍA DEL CARMEN JAQUELINE AMADOR,tovarjulia@gmail.com,143.639.1025x7432,PYME,835,LOJA,GUAYAQUIL,2024-11-08,2026-02-21,2026-02-21 19:17:59.877054
1439,202602,CUS-00440,CÉDULA,8936519766,ANA ORTIZ,juana52@yahoo.com,303-975-2450x864,PYME,667,MANABÍ,QUITO,2023-02-21,2026-02-21,2026-02-21 19:17:59.877054
1440,202602,CUS-00441,CÉDULA,7007347493,MTRO. EUGENIO OLVERA,irizarrymarcos@yahoo.com,+35(5)3380339685,CORPORATIVO,511,GUAYAS,CUENCA,2021-06-02,2026-02-21,2026-02-21 19:17:59.877054
1441,202602,CUS-00442,PASAPORTE,P54696342,JOSÉ LUIS GARRIDO AMAYA,espartaco49@gmail.com,(701)713-0232,PYME,876,MANABÍ,MANTA,2023-02-06,2026-02-21,2026-02-21 19:17:59.877054
1442,202602,CUS-00443,CÉDULA,3329446338,BERTA VIOLETA MEZA CONCEPCIÓN,yenicalderon@gmail.com,02983381674,RETAIL,508,PICHINCHA,MANTA,2025-04-02,2026-02-21,2026-02-21 19:17:59.877054
1443,202602,CUS-00444,CÉDULA,5315145326,ALFONSO GONZALO RODRÍQUEZ,patricia69@gmail.com,(336)293-4497,RETAIL,416,PICHINCHA,MANTA,2026-01-08,2026-02-21,2026-02-21 19:17:59.877054
1444,202602,CUS-00445,RUC,1535333862001,MARIANO MARISOL ADAME,ontiverosoctavio@yahoo.com,347-156-6277x68962,CORPORATIVO,927,GUAYAS,QUITO,2024-03-01,2026-02-21,2026-02-21 19:17:59.877054
1445,202602,CUS-00446,RUC,2553838311001,AIDA HIDALGO GALVÁN,pvega@yahoo.com,066.149.8282x467,WEALTH,777,LOJA,GUAYAQUIL,2021-07-11,2026-02-21,2026-02-21 19:17:59.877054
1446,202602,CUS-00447,PASAPORTE,P43645931,PASCUAL SANDRA SUÁREZ,arcelia60@hotmail.com,(746)897-1527,WEALTH,404,MANABÍ,QUITO,2024-08-08,2026-02-21,2026-02-21 19:17:59.877054
1447,202602,CUS-00448,CÉDULA,9896329284,BLANCA LOMELI,carlarangel@gmail.com,1-230-085-7666,WEALTH,794,MANABÍ,MANTA,2023-07-12,2026-02-21,2026-02-21 19:17:59.877054
1448,202602,CUS-00449,CÉDULA,2413911706,HERMELINDA CARLOS ARREOLA,ericespinoza@gmail.com,567.491.6016x92364,RETAIL,345,GUAYAS,CUENCA,2024-05-27,2026-02-21,2026-02-21 19:17:59.877054
1449,202602,CUS-00450,CÉDULA,4706436910,LOURDES TIMOTEO REYNA,pinaarcelia@hotmail.com,587.506.6337x05024,WEALTH,630,GUAYAS,MANTA,2023-03-02,2026-02-21,2026-02-21 19:17:59.877054
1450,202602,CUS-00451,CÉDULA,0049619732,BLANCA SANABRIA ZAMBRANO,oferrer@gmail.com,724.399.2011x6691,WEALTH,515,PICHINCHA,CUENCA,2023-01-16,2026-02-21,2026-02-21 19:17:59.877054
1451,202602,CUS-00452,CÉDULA,9712290510,SR(A). SUSANA SERRATO,indira11@yahoo.com,362-644-8869x4611,CORPORATIVO,791,AZUAY,GUAYAQUIL,2021-05-30,2026-02-21,2026-02-21 19:17:59.877054
1452,202602,CUS-00453,CÉDULA,1535899707,DR. CLAUDIO LOVATO,uurias@yahoo.com,952-436-4027x01168,WEALTH,748,GUAYAS,CUENCA,2022-12-30,2026-02-21,2026-02-21 19:17:59.877054
1453,202602,CUS-00454,RUC,8594558318001,ABEL MORALES,yalcala@hotmail.com,(462)252-2372x817,RETAIL,835,AZUAY,QUITO,2023-04-06,2026-02-21,2026-02-21 19:17:59.877054
1454,202602,CUS-00455,CÉDULA,1981789898,REINA LORENA ESCOBAR,acarreon@gmail.com,1-323-023-4679x1214,RETAIL,810,GUAYAS,QUITO,2022-06-28,2026-02-21,2026-02-21 19:17:59.877054
1455,202602,CUS-00456,CÉDULA,1361023751,OFELIA MURO BARRETO,raquelvillalobos@hotmail.com,06141509377,RETAIL,757,LOJA,QUITO,2021-08-29,2026-02-21,2026-02-21 19:17:59.877054
1456,202602,CUS-00457,CÉDULA,8143674941,ING. NATIVIDAD SARABIA,caraballoramon@gmail.com,(100)409-0138x06984,CORPORATIVO,846,LOJA,CUENCA,2022-12-14,2026-02-21,2026-02-21 19:17:59.877054
1457,202602,CUS-00458,CÉDULA,7195753353,SR(A). JULIO RODRÍGEZ,omar56@yahoo.com,759.655.5535x669,CORPORATIVO,835,PICHINCHA,QUITO,2025-01-12,2026-02-21,2026-02-21 19:17:59.877054
1458,202602,CUS-00459,CÉDULA,7803315264,TERESA ONTIVEROS NIÑO,kruelas@hotmail.com,+55(1)0762091843,PYME,839,PICHINCHA,QUITO,2022-10-25,2026-02-21,2026-02-21 19:17:59.877054
1459,202602,CUS-00460,CÉDULA,3472650660,ADRIANA JONÁS BARRETO MONTAÑO,larchuleta@yahoo.com,797.863.0505,WEALTH,783,AZUAY,QUITO,2022-05-03,2026-02-21,2026-02-21 19:17:59.877054
1460,202602,CUS-00461,CÉDULA,8514367042,VÍCTOR SOLEDAD CANO,ncolon@hotmail.com,+57(3)9769156716,CORPORATIVO,315,GUAYAS,GUAYAQUIL,2021-12-14,2026-02-21,2026-02-21 19:17:59.877054
1461,202602,CUS-00462,CÉDULA,0256732485,MTRO. CECILIA ARMENDÁRIZ,zarellano@yahoo.com,(932)898-0271,RETAIL,870,MANABÍ,CUENCA,2021-09-02,2026-02-21,2026-02-21 19:17:59.877054
1462,202602,CUS-00463,CÉDULA,8514876036,PATRICIO IVONNE DEL RÍO RIVERA,amadorroldan@yahoo.com,(872)717-8333,RETAIL,542,PICHINCHA,CUENCA,2022-03-14,2026-02-21,2026-02-21 19:17:59.877054
1463,202602,CUS-00464,CÉDULA,6575923209,SUSANA ECHEVERRÍA,alejandra54@yahoo.com,(116)025-6434,CORPORATIVO,506,MANABÍ,MANTA,2021-03-12,2026-02-21,2026-02-21 19:17:59.877054
1464,202602,CUS-00465,PASAPORTE,P40013572,ANDREA MARÍA JOSÉ ARCE,mitzy13@gmail.com,(712)871-5399x15668,CORPORATIVO,570,MANABÍ,CUENCA,2025-09-08,2026-02-21,2026-02-21 19:17:59.877054
1465,202602,CUS-00466,CÉDULA,0224338632,ELOY ALVARO FELICIANO ARGUELLO,margarita54@hotmail.com,(334)141-1159x319,CORPORATIVO,414,GUAYAS,GUAYAQUIL,2022-01-29,2026-02-21,2026-02-21 19:17:59.877054
1466,202602,CUS-00467,CÉDULA,5258534527,HORACIO NOELIA OTERO TÓRREZ,pzedillo@gmail.com,256.904.0983,PYME,879,AZUAY,CUENCA,2022-02-23,2026-02-21,2026-02-21 19:17:59.877054
1467,202602,CUS-00468,RUC,3799296837001,FLAVIO ARCE,margaritagalarza@yahoo.com,655-289-9316x087,RETAIL,598,GUAYAS,GUAYAQUIL,2025-10-14,2026-02-21,2026-02-21 19:17:59.877054
1468,202602,CUS-00469,CÉDULA,2626995125,GONZALO JONÁS ARREOLA,xsevilla@gmail.com,1-243-772-9420,PYME,782,PICHINCHA,GUAYAQUIL,2022-05-05,2026-02-21,2026-02-21 19:17:59.877054
1469,202602,CUS-00470,PASAPORTE,P35090277,GEORGINA CARLOTA NAZARIO QUESADA,andresmarquez@hotmail.com,548.149.7374x6052,PYME,696,MANABÍ,CUENCA,2021-07-25,2026-02-21,2026-02-21 19:17:59.877054
1470,202602,CUS-00471,CÉDULA,3576638952,MARCOS OLVERA,xcervantez@hotmail.com,1-330-276-4208x65675,WEALTH,693,GUAYAS,MANTA,2023-12-28,2026-02-21,2026-02-21 19:17:59.877054
1471,202602,CUS-00472,PASAPORTE,P44478855,EDUARDO MIRIAM SALINAS NAZARIO,delgadilloelisa@gmail.com,618-443-8612x590,RETAIL,374,GUAYAS,QUITO,2021-05-12,2026-02-21,2026-02-21 19:17:59.877054
1472,202602,CUS-00473,CÉDULA,8353069586,MTRO. ARMANDO PINEDA,haroalonso@yahoo.com,1-472-927-7423x33059,RETAIL,781,GUAYAS,QUITO,2026-01-27,2026-02-21,2026-02-21 19:17:59.877054
1473,202602,CUS-00474,RUC,6189852032001,LUIS MANUEL ZARATE DUEÑAS,muroelvia@yahoo.com,02662015720,CORPORATIVO,402,PICHINCHA,CUENCA,2023-07-23,2026-02-21,2026-02-21 19:17:59.877054
